work_order,lot,work_center,mo_id,real_duration,status,qc_fail,product_type,date_finished,week,year,month,prod_name,prod_number
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L050] LIDAR Performance Measurement Rig,MO/03715,0.07,done,,Systems,2021-03-25 00:16:13.508887,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L050] LIDAR Performance Measurement Rig,MO/03715,0.7,done,,Systems,2021-03-29 23:21:14.886978,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] - Eye Safety -1CH LIDAR - G6,1006114-001-0000002447,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03715,2.13,done,,Systems,2021-03-29 23:20:08.371477,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L050] LIDAR Performance Measurement Rig,MO/03715,5.99,done,,Systems,2021-03-30 00:27:38.605392,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L050] LIDAR Performance Measurement Rig,MO/03715,1.99,done,,Systems,2021-03-30 00:29:42.832119,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L050] LIDAR Performance Measurement Rig,MO/03715,56.38,done,,Systems,2021-03-30 00:21:35.264093,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002447,[WC-L010] LIDAR Assembly Station,MO/03710,0.27,done,,Systems,2021-03-24 04:14:02.357781,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002447,[WC-L010] LIDAR Assembly Station,MO/03715,0.24,done,,Systems,2021-03-25 00:16:04.353545,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002447,[WC-L010] LIDAR Assembly Station,MO/03714,0.27,done,,Systems,2021-03-24 21:54:26.628428,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L050] LIDAR Performance Measurement Rig,MO/03715,3.83,done,,Systems,2021-03-29 23:25:08.571862,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L040] LIDAR System Calibration Rig,MO/03715,17.8,done,,Systems,2021-03-29 23:17:49.474204,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L040] LIDAR System Calibration Rig,MO/03710,41.4,done,,Systems,2021-03-24 04:55:44.268210,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L050] LIDAR Performance Measurement Rig,MO/03715,1.11,done,,Systems,2021-03-30 00:30:53.388819,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Safety Check - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L050] LIDAR Performance Measurement Rig,MO/03715,0.09,done,,Systems,2021-03-30 00:31:03.525644,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0003] LiDAR Shipping Rig - 1CH - LIDAR G6,1006114-001-0000002447,[WC-L090] LIDAR System Release Rig,MO/03715,0.04,done,,Systems,2021-03-30 00:31:09.265753,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03715,0.27,done,,Systems,2021-03-29 23:20:28.836842,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[DRT-0009] Sensorhead Directivity Test - G6 R212,1005770-001-0000000118,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03840,2.55,done,,Sensor Head,2021-05-14 06:22:10.221110,19.0,2021.0,May      ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[DRT-0009] Sensorhead Directivity Test - G6 R212,1005770-001-0000000118,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03713,100.45,done,,Sensor Head,2021-03-29 21:43:38.470803,13.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[FADD-0003] Sensorhead Calibration - G6 R212,1005770-001-0000000118,[WC-SH100] Frequency Calibration Rig,MO/03840,2.77,done,,Sensor Head,2021-05-14 06:25:05.444050,19.0,2021.0,May      ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[FADD-0003] Sensorhead Calibration - G6 R212,1005770-001-0000000118,[WC-SH100] Frequency Calibration Rig,MO/03713,1.7,done,,Sensor Head,2021-03-29 21:46:08.361216,13.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
Opto-Mechanical Substructure Assembly - G6 R212,1005770-001-0000000118,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03713,5.779999999999999,done,,Sensor Head,2021-03-26 02:52:26.944149,12.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
Opto-Mechanical Substructure Assembly - G6 R212,1005770-001-0000000118,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03840,2.08,done,,Sensor Head,2021-05-14 06:15:48.052501,19.0,2021.0,May      ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[SAT-0004] Sensorhead Noise Test - G6 R212,1005770-001-0000000118,[WC-SH130] Acoustic Test Rig,MO/03840,0.91,done,,Sensor Head,2021-05-14 06:26:45.505773,19.0,2021.0,May      ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[SAT-0004] Sensorhead Noise Test - G6 R212,1005770-001-0000000118,[WC-SH130] Acoustic Test Rig,MO/03713,0.37,done,,Sensor Head,2021-03-29 21:47:08.992875,13.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
Sensorhead Assembly - G6 R212,1005770-001-0000000118,[WC-SH080] Sensorhead Final Assembly Station,MO/03840,1.97,done,,Sensor Head,2021-05-14 06:18:04.245412,19.0,2021.0,May      ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
Sensorhead Assembly - G6 R212,1005770-001-0000000118,[WC-SH080] Sensorhead Final Assembly Station,MO/03713,7.19,done,,Sensor Head,2021-03-26 02:59:44.764250,12.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[SLT-0002] Sensorhead Sealing Test - G6 R212,1005770-001-0000000118,[WC-SH090] Sensorhead Leak Test Rig,MO/03713,0.79,done,,Sensor Head,2021-03-26 03:09:52.124383,12.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[SLT-0002] Sensorhead Sealing Test - G6 R212,1005770-001-0000000118,[WC-SH090] Sensorhead Leak Test Rig,MO/03840,1.07,done,,Sensor Head,2021-05-14 06:19:20.787519,19.0,2021.0,May      ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002448,[WC-L050] LIDAR Performance Measurement Rig,MO/03716,0.08,done,,Systems,2021-03-26 02:52:11.211373,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002448,[WC-L050] LIDAR Performance Measurement Rig,MO/03716,0.94,done,,Systems,2021-03-26 03:29:49.080657,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] - Eye Safety -1CH LIDAR - G6,1006114-001-0000002448,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03716,2.07,done,,Systems,2021-03-26 03:28:25.355367,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002448,[WC-L050] LIDAR Performance Measurement Rig,MO/03716,3.05,done,,Systems,2021-03-26 03:43:10.406551,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002448,[WC-L050] LIDAR Performance Measurement Rig,MO/03716,40.519999999999996,done,,Systems,2021-03-26 04:23:46.977650,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002448,[WC-L050] LIDAR Performance Measurement Rig,MO/03716,0.82,done,,Systems,2021-03-26 03:40:02.949156,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002448,[WC-L010] LIDAR Assembly Station,MO/03716,0.64,done,,Systems,2021-03-26 02:52:01.609596,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002448,[WC-L050] LIDAR Performance Measurement Rig,MO/03716,9.27,done,,Systems,2021-03-26 03:39:09.370200,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002448,[WC-L040] LIDAR System Calibration Rig,MO/03716,33.97,done,,Systems,2021-03-26 03:26:13.799495,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002448,[WC-L050] LIDAR Performance Measurement Rig,MO/03716,5.14,done,,Systems,2021-03-26 04:28:59.595138,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Safety Check - 1CH LIDAR - G6,1006114-001-0000002448,[WC-L050] LIDAR Performance Measurement Rig,MO/03716,4318.05,done,,Systems,2021-03-29 04:27:09.710183,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0003] LiDAR Shipping Rig - 1CH - LIDAR G6,1006114-001-0000002448,[WC-L090] LIDAR System Release Rig,MO/03716,0.04,done,,Systems,2021-03-29 04:27:15.914357,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002448,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03716,0.28,done,,Systems,2021-03-26 03:28:45.905494,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[EFT-0006] Engine Final Test - Full Angie 1CH,1006379-001-0000000395,[WC-E080] Engine Performance Rig,MO/03722,63.32,done,,Engine,2021-03-28 23:12:35.597810,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[ESM-0006] Laser Spectrum after EDFA - Full Angie 1CH,1006379-001-0000000395,[WC-E080] Engine Performance Rig,MO/03722,62.53,done,,Engine,2021-03-28 21:57:13.658682,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
Full Engine Assembly - Angie 1CH,1006379-001-0000000395,[WC-E070] Engine Assembly Station,MO/03722,101.95,done,,Engine,2021-03-26 05:30:34.841680,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[SSM-0001] Engine Signal Strength - Full Angie 1CH,1006379-001-0000000395,[WC-E080] Engine Performance Rig,MO/03722,0.03,done,,Engine,2021-03-28 21:57:18.908022,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
Development Code Load - 1CH Equus - G5,1003911-000-0000002012,[WC-L050] LIDAR Performance Measurement Rig,MO/03721,0.11,done,,Systems,2021-03-26 00:50:44.950741,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[ESR-0005] Eye Safety - 1CH LIDAR - G5,1003911-000-0000002012,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03721,2.74,done,,Systems,2021-03-29 00:50:11.112085,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[LDA-0001] LIDAR Assembly - 1CH Equus - G5,1003911-000-0000002012,[WC-L010] LIDAR Assembly Station,MO/03721,0.85,done,,Systems,2021-03-26 00:50:29.808993,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[LZC-0003] Calibration - 1CH Equus - G5,1003911-000-0000002012,[WC-L040] LIDAR System Calibration Rig,MO/03721,19.59,done,Yes,Systems,2021-03-26 01:12:22.259260,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[EFT-0006] Engine Final Test - Full Angie 1CH,1006379-001-0000000397,[WC-E080] Engine Performance Rig,MO/03724,67.94,done,,Engine,2021-03-29 22:34:09.450084,13.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[ESM-0006] Laser Spectrum after EDFA - Full Angie 1CH,1006379-001-0000000397,[WC-E080] Engine Performance Rig,MO/03724,1289.66,done,Yes,Engine,2021-03-29 21:07:12.773663,13.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
Full Engine Assembly - Angie 1CH,1006379-001-0000000397,[WC-E070] Engine Assembly Station,MO/03724,78.66,done,,Engine,2021-03-28 22:57:55.754336,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[SSM-0001] Engine Signal Strength - Full Angie 1CH,1006379-001-0000000397,[WC-E080] Engine Performance Rig,MO/03724,17.41,done,,Engine,2021-03-29 21:24:36.763668,13.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:1CH,1006379-001
[ABC-0005] APD Calibration - Angie,1002240-001-0000000400,[WC-E060] APD Calibration Rig,MO/03725,14478.68,done,,Engine,2021-04-09 00:00:47.557223,14.0,2021.0,April    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CL-0002] Code Load - Angie,1002240-001-0000000400,[WC-E010] Engine Code Load Rig,MO/03725,1.19,done,,Engine,2021-03-29 00:05:35.781734,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
Engine Top Assembly - Angie,1002240-001-0000000400,[WC-E020] Top Engine Assembly Station,MO/03725,1.24,done,,Engine,2021-03-29 01:14:33.609204,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ESM-0010] SMSR Laser - Angie,1002240-001-0000000400,[WC-E030] Laser Calibration Rig,MO/03725,1019.53,done,Yes,Engine,2021-03-29 21:06:44.270163,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[LC-0005] Laser Calibration - Angie,1002240-001-0000000400,[WC-E030] Laser Calibration Rig,MO/03725,171.06,done,,Engine,2021-03-29 04:04:27.615155,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CDT-0007] Sled Directivity Test - G6 Sled Txcvr R213,1007041-001-0000000018,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03726,2.01,done,,Sensor Head,2021-03-30 00:27:43.319479,13.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
Coaxial Sled Assembly - G6 Sled Txcvr R213,1007041-001-0000000018,[WC-SH010]  Coaxial Core Assembly Station,MO/03726,2.32,done,,Sensor Head,2021-03-30 00:25:37.685277,13.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
[TDT-0008] Transceiver Directivity Test  - G6 Sled Txcvr R213,1007041-001-0000000018,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03726,0.64,done,,Sensor Head,2021-03-30 00:52:53.207869,13.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
Transceiver Assembly - G6 Sled Txcvr R213,1007041-001-0000000018,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/03726,0.8500000000000001,done,,Sensor Head,2021-03-30 00:28:39.230207,13.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
[TZA-0003] Transceiver Calibration - G6 Sled Txcvr R213,1007041-001-0000000018,[WC-SH050] Transceiver Calibration Rig,MO/03726,2.47,done,,Sensor Head,2021-03-30 00:31:11.797458,13.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
Development Code Load - 1CH Equus - G5,1003911-000-0000002014,[WC-L050] LIDAR Performance Measurement Rig,MO/03728,0.05,done,,Systems,2021-03-29 03:19:15.236632,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Distance Accuracy - 1CH LIDAR - Equus - G5,1003911-000-0000002014,[WC-L050] LIDAR Performance Measurement Rig,MO/03728,0.2,done,,Systems,2021-03-30 00:35:38.074882,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[ESR-0005] Eye Safety - 1CH LIDAR - G5,1003911-000-0000002014,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03728,0.98,done,,Systems,2021-03-30 00:35:22.906858,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
FOV Test - 1CH LIDAR - Equus - G5,1003911-000-0000002014,[WC-L050] LIDAR Performance Measurement Rig,MO/03728,1418.8899999999999,done,,Systems,2021-03-31 01:51:45.665500,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Free Space Horns Test - 1CH LIDAR - Equus - G5,1003911-000-0000002014,[WC-L050] LIDAR Performance Measurement Rig,MO/03728,1.94,done,,Systems,2021-03-31 02:02:19.186791,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Intensity Calibration Check - 1CH LIDAR - Equus - G5,1003911-000-0000002014,[WC-L050] LIDAR Performance Measurement Rig,MO/03728,0.17,done,,Systems,2021-03-30 02:12:48.406046,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[LDA-0001] LIDAR Assembly - 1CH Equus - G5,1003911-000-0000002014,[WC-L010] LIDAR Assembly Station,MO/03728,0.18,done,,Systems,2021-03-29 03:19:04.866337,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[LFT-0001] POD Range Test - 1CH LIDAR - Equus - G5,1003911-000-0000002014,[WC-L050] LIDAR Performance Measurement Rig,MO/03728,96.88,done,,Systems,2021-03-30 02:12:34.382601,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[LZC-0003] Calibration - 1CH Equus - G5,1003911-000-0000002014,[WC-L040] LIDAR System Calibration Rig,MO/03728,1276.21,done,Yes,Systems,2021-03-30 00:34:20.954096,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Report Generation - 1CH LIDAR - Equus - G5,1003911-000-0000002014,[WC-L050] LIDAR Performance Measurement Rig,MO/03728,2.62,done,,Systems,2021-03-31 02:04:59.860540,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
Safety Check - 1CH LIDAR - Equus G5,1003911-000-0000002014,[WC-L050] LIDAR Performance Measurement Rig,MO/03728,0.15,done,,Systems,2021-03-31 02:05:12.482659,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[SPT-0001] LiDAR Shipping Rig - 1CH LIDAR - Equus G5,1003911-000-0000002014,[WC-L090] LIDAR System Release Rig,MO/03728,0.04,done,,Systems,2021-03-31 02:05:18.075331,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU5,1003911-000
[ABC-0005] APD Calibration - Angie,1002240-001-0000000401,[WC-E060] APD Calibration Rig,MO/03731,11681.74,done,,Engine,2021-04-08 23:58:43.341335,14.0,2021.0,April    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CL-0002] Code Load - Angie,1002240-001-0000000401,[WC-E010] Engine Code Load Rig,MO/03731,0.2,done,,Engine,2021-03-30 03:09:23.281756,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
Engine Top Assembly - Angie,1002240-001-0000000401,[WC-E020] Top Engine Assembly Station,MO/03731,0.81,done,,Engine,2021-03-30 04:06:07.527608,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ESM-0010] SMSR Laser - Angie,1002240-001-0000000401,[WC-E030] Laser Calibration Rig,MO/03731,40.71,done,Yes,Engine,2021-03-30 23:48:32.335374,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[LC-0005] Laser Calibration - Angie,1002240-001-0000000401,[WC-E030] Laser Calibration Rig,MO/03731,1131.75,done,,Engine,2021-03-30 23:07:44.404528,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CDT-0007] Sled Directivity Test - G6 Sled Txcvr R213,1007041-001-0000000019,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03732,2.32,done,,Sensor Head,2021-04-01 02:25:32.608764,13.0,2021.0,April    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
Coaxial Sled Assembly - G6 Sled Txcvr R213,1007041-001-0000000019,[WC-SH010]  Coaxial Core Assembly Station,MO/03732,4.1,done,,Sensor Head,2021-04-01 02:23:02.231085,13.0,2021.0,April    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
[TDT-0008] Transceiver Directivity Test  - G6 Sled Txcvr R213,1007041-001-0000000019,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03732,0.87,done,,Sensor Head,2021-04-01 04:31:27.872589,13.0,2021.0,April    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
Transceiver Assembly - G6 Sled Txcvr R213,1007041-001-0000000019,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/03732,1.46,done,,Sensor Head,2021-04-01 02:27:09.142591,13.0,2021.0,April    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
[TZA-0003] Transceiver Calibration - G6 Sled Txcvr R213,1007041-001-0000000019,[WC-SH050] Transceiver Calibration Rig,MO/03732,2.08,done,,Sensor Head,2021-04-01 03:50:42.331945,13.0,2021.0,April    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002449,[WC-L050] LIDAR Performance Measurement Rig,MO/03729,0.2,done,,Systems,2021-03-31 02:00:24.214257,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002449,[WC-L050] LIDAR Performance Measurement Rig,MO/03729,0.67,done,,Systems,2021-04-01 02:59:04.417511,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] - Eye Safety -1CH LIDAR - G6,1006114-001-0000002449,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03729,12.33,done,,Systems,2021-04-01 02:58:06.816336,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002449,[WC-L050] LIDAR Performance Measurement Rig,MO/03729,0.89,done,,Systems,2021-04-01 03:02:20.715018,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002449,[WC-L050] LIDAR Performance Measurement Rig,MO/03729,11.26,done,,Systems,2021-04-01 04:17:54.104635,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002449,[WC-L050] LIDAR Performance Measurement Rig,MO/03729,0.3,done,,Systems,2021-04-01 03:01:23.379014,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002449,[WC-L010] LIDAR Assembly Station,MO/03729,0.2,done,,Systems,2021-03-31 02:00:03.665442,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002449,[WC-L050] LIDAR Performance Measurement Rig,MO/03729,1.88,done,,Systems,2021-04-01 03:01:01.211677,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002449,[WC-L040] LIDAR System Calibration Rig,MO/03729,1486.56,done,,Systems,2021-04-01 02:45:43.352571,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002449,[WC-L050] LIDAR Performance Measurement Rig,MO/03729,1.67,done,,Systems,2021-04-01 04:19:42.019820,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Safety Check - 1CH LIDAR - G6,1006114-001-0000002449,[WC-L050] LIDAR Performance Measurement Rig,MO/03729,0.08,done,,Systems,2021-04-01 04:19:51.367059,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0003] LiDAR Shipping Rig - 1CH - LIDAR G6,1006114-001-0000002449,[WC-L090] LIDAR System Release Rig,MO/03729,0.04,done,,Systems,2021-04-01 04:19:57.271072,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002449,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03729,0.14,done,,Systems,2021-04-01 02:58:20.002866,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ABC-0005] APD Calibration - Angie,1002240-001-0000000402,[WC-E060] APD Calibration Rig,MO/03734,17092.5,done,,Engine,2021-04-11 23:48:05.824502,14.0,2021.0,April    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CL-0002] Code Load - Angie,1002240-001-0000000402,[WC-E010] Engine Code Load Rig,MO/03734,18.68,done,,Engine,2021-03-30 04:38:14.618592,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
Engine Top Assembly - Angie,1002240-001-0000000402,[WC-E020] Top Engine Assembly Station,MO/03734,0.73,done,,Engine,2021-03-30 21:52:05.197627,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ESM-0010] SMSR Laser - Angie,1002240-001-0000000402,[WC-E030] Laser Calibration Rig,MO/03734,26.74,done,Yes,Engine,2021-03-31 00:43:16.403079,13.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
